,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5517586,3849651,HL211544,06/01/2001 08:00:00 PM,066XX S RHODES AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,True,False,321,3.0,20.0,42.0,02,1181077.0,1861307.0,2001,03/31/2006 10:03:38 PM,41.774672165,-87.611748393,"(41.774672165, -87.611748393)"
5517589,3742739,HK833550,12/29/2004 08:30:00 AM,017XX N FRANCISCO AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,True,1421,14.0,1.0,24.0,20,1156858.0,1911576.0,2004,04/15/2016 08:55:02 AM,41.913139415,-87.699171042,"(41.913139415, -87.699171042)"
5517595,3742758,HL113458,12/11/2004 04:00:00 PM,078XX S CORNELL AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),False,False,414,4.0,8.0,43.0,03,1188601.0,1853228.0,2004,04/15/2016 08:55:02 AM,41.75232614,-87.584424833,"(41.75232614, -87.584424833)"
5517599,3742767,HL112350,07/01/2004 02:00:00 PM,009XX E 58TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,HOSPITAL BUILDING/GROUNDS,True,False,2133,2.0,5.0,41.0,06,1183305.0,1866746.0,2004,04/15/2016 08:55:02 AM,41.78954568,-87.603411734,"(41.78954568, -87.603411734)"
5517605,3743474,HL102853,12/30/2004 04:00:00 PM,006XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,OTHER,False,False,1834,18.0,42.0,8.0,06,1177323.0,1904448.0,2004,04/15/2016 08:55:02 AM,41.893140033,-87.624204307,"(41.893140033, -87.624204307)"
5517615,3742787,HL113328,10/06/2004 12:00:00 PM,062XX S PARK SHORE EAST CT,1120,DECEPTIVE PRACTICE,FORGERY,BANK,False,False,314,3.0,5.0,42.0,10,1187570.0,1863935.0,2004,04/15/2016 08:55:02 AM,41.781731648,-87.587862886,"(41.781731648, -87.587862886)"
5517623,3742801,HL113590,10/03/2004 02:00:00 PM,033XX S HALSTED ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,SMALL RETAIL STORE,False,False,924,9.0,11.0,60.0,11,1171517.0,1882644.0,2004,04/15/2016 08:55:02 AM,41.833437898,-87.646168349,"(41.833437898, -87.646168349)"
5517624,3742802,HL113574,12/28/2004 08:00:00 PM,034XX W BERTEAU AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,1723,17.0,33.0,16.0,26,1152849.0,1927709.0,2004,04/15/2016 08:55:02 AM,41.95749003,-87.713470743,"(41.95749003, -87.713470743)"
5517627,3743602,HK837924,12/31/2004 01:00:00 PM,049XX S ARTESIAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,911,9.0,14.0,63.0,08B,1160868.0,1871656.0,2004,04/15/2016 08:55:02 AM,41.803512628,-87.685545679,"(41.803512628, -87.685545679)"
5517636,3742817,HL110023,11/22/2004 12:01:00 AM,045XX S DR MARTIN LUTHER KING JR DR,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,222,2.0,3.0,38.0,26,1179616.0,1875160.0,2004,04/15/2016 08:55:02 AM,41.812719589,-87.6166808,"(41.812719589, -87.6166808)"
5517638,3742819,HL112297,08/01/2004 12:00:00 PM,009XX N CALIFORNIA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,1311,12.0,26.0,24.0,26,1157558.0,1905937.0,2004,04/15/2016 08:55:02 AM,41.897651295,-87.696753129,"(41.897651295, -87.696753129)"
5517647,3742839,HL113881,12/25/2004 06:00:00 AM,011XX N DAMEN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,False,False,1322,12.0,1.0,24.0,14,1162867.0,1907414.0,2004,04/15/2016 08:55:02 AM,41.901594544,-87.677212289,"(41.901594544, -87.677212289)"
5517680,3849799,HL224755,01/01/2001 12:00:00 AM,057XX S INDIANA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,233,2.0,20.0,40.0,06,1178616.0,1867057.0,2001,03/31/2006 10:03:38 PM,41.790507049,-87.620595237,"(41.790507049, -87.620595237)"
5517682,3742886,HL113032,12/20/2004 08:00:00 AM,039XX N FREMONT ST,0810,THEFT,OVER $500,RESIDENCE,False,False,2324,19.0,46.0,6.0,06,1169562.0,1926177.0,2004,04/15/2016 08:55:02 AM,41.952937993,-87.652073349,"(41.952937993, -87.652073349)"
5517693,3742901,HL114343,01/09/2004 02:45:00 AM,066XX S WESTERN AVE,0560,ASSAULT,SIMPLE,STREET,True,True,832,8.0,15.0,66.0,08A,1161514.0,1860663.0,2004,04/15/2016 08:55:02 AM,41.773332991,-87.683481204,"(41.773332991, -87.683481204)"
5517694,3742902,HL113117,12/16/2004 02:00:00 AM,005XX W ROSCOE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,2331,19.0,44.0,6.0,14,1172001.0,1922699.0,2004,04/15/2016 08:55:02 AM,41.943340692,-87.643210456,"(41.943340692, -87.643210456)"
5517699,3742909,HL113583,12/25/2004 12:01:00 AM,012XX W LELAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2311,19.0,46.0,3.0,26,1166913.0,1931342.0,2004,04/15/2016 08:55:02 AM,41.967168322,-87.661662354,"(41.967168322, -87.661662354)"
5517702,3742914,HL111026,12/27/2004 09:30:00 PM,026XX S AVERS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1031,10.0,22.0,30.0,06,1151134.0,1886137.0,2004,04/15/2016 08:55:02 AM,41.843446228,-87.720866777,"(41.843446228, -87.720866777)"
5517713,3742927,HK837420,12/31/2004 07:30:57 AM,079XX S ESSEX AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,422,4.0,7.0,46.0,03,1194232.0,1852910.0,2004,04/15/2016 08:55:02 AM,41.751317167,-87.563800456,"(41.751317167, -87.563800456)"
5517730,3742945,HL112921,12/28/2004 12:00:00 PM,018XX S PRAIRIE AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,133,1.0,2.0,33.0,06,1178371.0,1891393.0,2004,04/15/2016 08:55:02 AM,41.857292558,-87.620753494,"(41.857292558, -87.620753494)"
5517777,3743018,HL114039,11/23/2004 08:00:00 PM,106XX S EGGLESTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2233,22.0,34.0,49.0,26,1175170.0,1834382.0,2004,04/15/2016 08:55:02 AM,41.700920456,-87.634204212,"(41.700920456, -87.634204212)"
5517791,3743038,HK819160,12/09/2004 12:00:00 AM,048XX N PAULINA ST,0820,THEFT,$500 AND UNDER,STREET,False,False,2032,20.0,47.0,3.0,06,1164353.0,1932298.0,2004,04/15/2016 08:55:02 AM,41.969846308,-87.671047958,"(41.969846308, -87.671047958)"
5517812,3743062,HL111808,12/30/2004 12:00:00 PM,058XX S ARCHER AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,814,8.0,23.0,56.0,06,1140833.0,1868857.0,2004,04/15/2016 08:55:02 AM,41.796222565,-87.759093499,"(41.796222565, -87.759093499)"
5517833,3743086,HL113967,12/30/2004 11:00:00 PM,061XX S DR MARTIN LUTHER KING JR DR,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,True,False,311,3.0,20.0,40.0,02,1179974.0,1864409.0,2004,04/15/2016 08:55:02 AM,41.783209684,-87.615696882,"(41.783209684, -87.615696882)"
5517842,3743096,HK835107,12/29/2004 07:15:00 PM,099XX S THROOP ST,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,2213,22.0,21.0,73.0,03,1169353.0,1838875.0,2004,04/15/2016 08:55:02 AM,41.713377558,-87.655374477,"(41.713377558, -87.655374477)"
5517850,3743106,HL109700,12/18/2004 10:00:00 AM,007XX W 77TH ST,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,False,True,621,6.0,17.0,71.0,20,1172513.0,1853804.0,2004,04/15/2016 08:55:02 AM,41.754275914,-87.643363145,"(41.754275914, -87.643363145)"
5517866,3743126,HK801976,12/10/2004 07:58:00 PM,032XX W DOUGLAS BLVD,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,RESIDENCE,True,False,1022,10.0,24.0,29.0,15,1154792.0,1893268.0,2004,04/15/2016 08:55:02 AM,41.862942142,-87.707251827,"(41.862942142, -87.707251827)"
5517880,3743140,HL111580,10/19/2004 08:00:00 AM,079XX S COTTAGE GROVE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,BANK,False,False,624,6.0,6.0,44.0,06,1182933.0,1852512.0,2004,04/15/2016 08:55:02 AM,41.75049487,-87.605217567,"(41.75049487, -87.605217567)"
5517892,3743152,HL111728,12/29/2004 08:00:00 PM,006XX E 87TH PL,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,632,6.0,6.0,44.0,11,1182063.0,1847106.0,2004,04/15/2016 08:55:02 AM,41.735680362,-87.608572465,"(41.735680362, -87.608572465)"
5517894,3743154,HL113379,12/25/2004 10:00:00 PM,052XX N POTAWATOMIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1614,16.0,41.0,76.0,26,1117645.0,1933591.0,2004,04/15/2016 08:55:02 AM,41.974256786,-87.842770999,"(41.974256786, -87.842770999)"
5517908,3743168,HL111672,09/25/2004 12:01:00 AM,066XX S KENNETH AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,RESIDENCE,False,False,833,8.0,13.0,65.0,11,1147851.0,1860261.0,2004,04/15/2016 08:55:02 AM,41.772502227,-87.733577461,"(41.772502227, -87.733577461)"
5517938,3743203,HL111494,12/24/2004 12:00:00 PM,002XX E 68TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,False,322,3.0,20.0,69.0,07,1178910.0,1859978.0,2004,04/15/2016 08:55:02 AM,41.771074871,-87.619732631,"(41.771074871, -87.619732631)"
5517969,3743240,HL113765,12/27/2004 03:00:00 PM,054XX S NEWLAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,811,8.0,23.0,56.0,11,1130973.0,1867805.0,2004,04/15/2016 08:55:02 AM,41.793510735,-87.795275823,"(41.793510735, -87.795275823)"
5517977,3743251,HL111906,12/04/2004 11:53:00 AM,052XX S PULASKI RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,False,False,815,8.0,23.0,62.0,11,1150589.0,1869566.0,2004,04/15/2016 08:55:02 AM,41.79798376,-87.723298581,"(41.79798376, -87.723298581)"
5517985,3743267,HL114158,12/31/2004 10:00:00 AM,026XX W HOLLYWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2011,20.0,40.0,2.0,05,1157503.0,1937752.0,2004,04/15/2016 08:55:02 AM,41.984954894,-87.696086459,"(41.984954894, -87.696086459)"
5517990,3743275,HL114478,12/26/2004 07:00:00 AM,009XX E 104TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,512,5.0,9.0,50.0,26,1184238.0,1836191.0,2004,04/15/2016 08:55:02 AM,41.705677782,-87.600944364,"(41.705677782, -87.600944364)"
5518012,3743307,HK836074,12/30/2004 03:15:00 PM,057XX N KIMBALL AVE,0460,BATTERY,SIMPLE,CTA BUS,True,False,1711,17.0,39.0,13.0,08B,1152679.0,1937834.0,2004,04/15/2016 08:55:02 AM,41.985277024,-87.713826554,"(41.985277024, -87.713826554)"
5518013,3743308,HL105726,12/25/2004 01:30:00 PM,111XX S PARNELL AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,2233,22.0,34.0,49.0,06,1174623.0,1830962.0,2004,04/15/2016 08:55:02 AM,41.69154763,-87.636308468,"(41.69154763, -87.636308468)"
5518045,3743350,HL113677,12/24/2004 07:00:00 PM,050XX W WASHINGTON BLVD,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,1532,15.0,28.0,25.0,08A,1142840.0,1900035.0,2004,04/15/2016 08:55:02 AM,41.881742451,-87.750958339,"(41.881742451, -87.750958339)"
5518057,3743368,HL111424,12/30/2004 01:25:00 PM,079XX S COTTAGE GROVE AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,False,False,624,6.0,6.0,44.0,11,1182933.0,1852512.0,2004,04/15/2016 08:55:02 AM,41.75049487,-87.605217567,"(41.75049487, -87.605217567)"
5518068,3743379,HL111697,09/08/2004 02:30:00 PM,008XX N MICHIGAN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,SMALL RETAIL STORE,False,False,1833,18.0,42.0,8.0,11,1177338.0,1906181.0,2004,04/15/2016 08:55:02 AM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
5518088,3743412,HL113260,12/27/2004 07:00:00 PM,062XX S WESTERN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,False,False,825,8.0,15.0,66.0,11,1161441.0,1863309.0,2004,04/15/2016 08:55:02 AM,41.780595495,-87.68367553,"(41.780595495, -87.68367553)"
5518090,3743414,HL113397,12/16/2004 05:00:00 PM,017XX W MONTVALE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,2234,22.0,34.0,75.0,26,1166881.0,1829637.0,2004,04/15/2016 08:55:02 AM,41.688080023,-87.664690504,"(41.688080023, -87.664690504)"
5518098,3743423,HK834205,12/28/2004 04:00:00 PM,061XX S ARCHER AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,False,False,811,8.0,23.0,56.0,11,1137711.0,1868195.0,2004,04/15/2016 08:55:02 AM,41.794462581,-87.770558224,"(41.794462581, -87.770558224)"
5518128,3743469,HL114543,12/24/2004 09:00:00 AM,018XX S TROY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,1022,10.0,24.0,29.0,26,1155649.0,1890843.0,2004,04/15/2016 08:55:02 AM,41.856270482,-87.704171086,"(41.856270482, -87.704171086)"
5518170,3743540,HL114539,12/13/2004 06:00:00 AM,021XX N TRIPP AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,2522,25.0,30.0,20.0,06,1147698.0,1913973.0,2004,04/15/2016 08:55:02 AM,41.919897938,-87.732761407,"(41.919897938, -87.732761407)"
5518176,3743546,HK836827,12/30/2004 09:00:00 PM,014XX W CORTEZ ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,False,1323,12.0,27.0,24.0,14,1166488.0,1907106.0,2004,04/15/2016 08:55:02 AM,41.900672606,-87.663920819,"(41.900672606, -87.663920819)"
5518186,3743556,HL109497,12/14/2004 07:30:00 PM,028XX N KOSTNER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2523,25.0,31.0,20.0,26,1146559.0,1918590.0,2004,04/15/2016 08:55:02 AM,41.932589235,-87.736828309,"(41.932589235, -87.736828309)"
5518194,3743564,HL114650,12/04/2004 09:00:00 PM,001XX W DIVISION ST,0890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,False,False,1821,18.0,42.0,8.0,06,1175219.0,1908350.0,2004,04/15/2016 08:55:02 AM,41.903894777,-87.631814251,"(41.903894777, -87.631814251)"
5518198,3743572,HK607850,09/07/2004 11:57:21 AM,070XX S WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,832,8.0,17.0,66.0,07,1161594.0,1857846.0,2004,04/15/2016 08:55:02 AM,41.765601084,-87.68326599,"(41.765601084, -87.68326599)"
5518218,3743599,HL113567,09/01/2002 01:00:00 AM,005XX W ARLINGTON PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1933,19.0,43.0,7.0,06,1172204.0,1916654.0,2002,04/15/2016 08:55:02 AM,41.926748485,-87.642643335,"(41.926748485, -87.642643335)"
5518253,3743649,HL113188,10/10/2004 01:00:00 PM,039XX W LAWRENCE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CURRENCY EXCHANGE,False,False,1712,17.0,39.0,14.0,11,1149034.0,1931602.0,2004,04/15/2016 08:55:02 AM,41.968247571,-87.727394804,"(41.968247571, -87.727394804)"
5518254,3743650,HL113439,11/12/2004 07:30:00 PM,021XX N MENARD AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,OTHER,False,False,2515,25.0,29.0,19.0,06,1137387.0,1913402.0,2004,04/15/2016 08:55:02 AM,41.918522949,-87.770659998,"(41.918522949, -87.770659998)"
5518268,3743673,HL104016,01/10/2004 04:00:00 PM,082XX S HERMITAGE AVE,1120,DECEPTIVE PRACTICE,FORGERY,DEPARTMENT STORE,False,False,614,6.0,18.0,71.0,10,1166110.0,1850151.0,2004,04/15/2016 08:55:02 AM,41.744390079,-87.666931801,"(41.744390079, -87.666931801)"
5518269,3743674,HL109722,12/28/2004 02:30:00 PM,012XX N CLYBOURN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1821,18.0,27.0,8.0,06,1172882.0,1908502.0,2004,04/15/2016 08:55:02 AM,41.904363995,-87.640394032,"(41.904363995, -87.640394032)"
5518271,3743676,HL104686,12/27/2004 02:00:00 PM,074XX S EMERALD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,False,732,7.0,17.0,68.0,07,1172587.0,1855607.0,2004,04/15/2016 08:55:02 AM,41.759221943,-87.643038942,"(41.759221943, -87.643038942)"
5518272,3743677,HL114957,12/20/2004 12:00:00 AM,051XX S WASHTENAW AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,911,9.0,14.0,63.0,26,1159243.0,1870492.0,2004,04/15/2016 08:55:02 AM,41.800351913,-87.691537258,"(41.800351913, -87.691537258)"
5518280,3743686,HL108689,12/29/2004 10:00:00 AM,075XX S MORGAN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,621,6.0,17.0,71.0,07,1170951.0,1854787.0,2004,04/15/2016 08:55:02 AM,41.757007626,-87.649058714,"(41.757007626, -87.649058714)"
5518295,3743707,HL112473,12/20/2004 09:30:00 AM,050XX W BARRY AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2521,25.0,31.0,19.0,11,1142152.0,1920139.0,2004,04/15/2016 08:55:02 AM,41.93692284,-87.752985214,"(41.93692284, -87.752985214)"
5518303,3743715,HL115106,12/23/2004 07:00:00 PM,024XX N SACRAMENTO AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,False,False,1414,14.0,35.0,22.0,06,1155958.0,1916301.0,2004,04/15/2016 08:55:02 AM,41.926123407,-87.702349729,"(41.926123407, -87.702349729)"
5518305,3743717,HK837890,12/31/2004 01:30:03 PM,048XX W NORTH AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,2533,25.0,37.0,25.0,08B,1143844.0,1910199.0,2004,04/15/2016 08:55:02 AM,41.909614875,-87.747016581,"(41.909614875, -87.747016581)"
5518309,3743721,HL114902,12/29/2004 10:00:00 AM,017XX N KEDZIE AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1421,14.0,26.0,23.0,06,1154775.0,1911487.0,2004,04/15/2016 08:55:02 AM,41.9129372,-87.706825934,"(41.9129372, -87.706825934)"
5518348,3743778,HL115311,12/30/2004 07:00:00 AM,017XX W HARRISON ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1211,12.0,2.0,28.0,06,1165113.0,1897433.0,2004,04/15/2016 08:55:02 AM,41.874158475,-87.669246221,"(41.874158475, -87.669246221)"
5518371,3743812,HL115380,12/31/2004 06:45:00 PM,049XX W IRVING PARK RD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,False,False,1624,16.0,45.0,15.0,04B,1142882.0,1926140.0,2004,04/15/2016 08:55:02 AM,41.953376545,-87.750152275,"(41.953376545, -87.750152275)"
5518375,3743819,HL115146,12/07/2004 12:00:00 AM,071XX S EBERHART AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,323,3.0,6.0,69.0,06,1180810.0,1857861.0,2004,04/15/2016 08:55:02 AM,41.765222136,-87.612832988,"(41.765222136, -87.612832988)"
5518387,3743838,HL115561,12/30/2004 01:30:00 AM,011XX W GRANVILLE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA GARAGE / OTHER PROPERTY,False,False,2433,24.0,48.0,77.0,14,1167543.0,1941332.0,2004,04/15/2016 08:55:02 AM,41.994567578,-87.65905678,"(41.994567578, -87.65905678)"
5518395,3743849,HL115605,12/23/2004 05:40:00 AM,035XX S LEAVITT ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,False,False,913,9.0,11.0,59.0,14,1162269.0,1881166.0,2004,04/15/2016 08:55:02 AM,41.829580097,-87.680142381,"(41.829580097, -87.680142381)"
5518453,3743932,HL115511,12/25/2004 03:00:00 PM,017XX W 82ND ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,614,6.0,18.0,71.0,26,1166342.0,1850324.0,2004,04/15/2016 08:55:02 AM,41.744859882,-87.666076808,"(41.744859882, -87.666076808)"
5518468,3743949,HL113301,12/31/2004 08:00:00 AM,038XX N LAKEWOOD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1923,19.0,44.0,6.0,11,1166943.0,1925637.0,2004,04/15/2016 08:55:02 AM,41.951512935,-87.661716455,"(41.951512935, -87.661716455)"
5518469,3743950,HK746245,11/12/2004 02:00:00 PM,001XX N LA CROSSE AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,SIDEWALK,True,False,1532,15.0,28.0,25.0,18,1144014.0,1900808.0,2004,04/15/2016 08:55:02 AM,41.883841714,-87.746627983,"(41.883841714, -87.746627983)"
